KODAS;PAVADINIMAS;GALIOJA;SUMINE;SUKURIMO_DATA;MODIFIKAVIMO_DATA
4001201;"Infrastruktūros projektų plėtros rengimas (BĮ)";Y;N;19-FEB-10;19-FEB-10
4001202;"Energijos vartojimo efektyvumo didinimas Vilniaus Salomėjos Neries gimnazijoje";Y;N;19-FEB-10;19-FEB-10
4001203;"Energijos vartojimo efektyvumo didinimas Vilniaus Joachimo Lelevelio vidurinėje mokykloje";Y;N;19-FEB-10;19-FEB-10
4001204;"Energijos vartojimo efektyvumo didinimas Vilniaus Jeruzalės vidurinėje mokykloje";Y;N;19-FEB-10;19-FEB-10
4001205;"Vilniaus m. A.Venuolio pagrindinės mokyklos pastato renovacija";Y;N;19-FEB-10;19-FEB-10
4001206;"Vilniaus m. S.Kovalevskajos vidurinės mokyklos pastato renovacija";Y;N;19-FEB-10;19-FEB-10
4001207;"Energijos vartojimo efektyvumo didinimas Vilniaus Baltupių vidurinėje mokykloje";Y;N;19-FEB-10;19-FEB-10
4001208;"Vilniaus Mikalojaus Daukšos vidurinės mokyklos pastato Vilniuje, Antakalnio g. 120, rekonstravimas*";Y;N;18-OCT-10;03-NOV-10
4001209;"Vilniaus Sofijos Kovalevskajos vidurinės mokyklos Vilniuje, Dūkštų g. 30, sporto aikštelių įrengimas ir rekonstravimas*";Y;N;18-OCT-10;03-NOV-10
4001210;"Vilniaus Simono Daukanto vidurinės mokyklos pastato Vilniuje, J. Jasinskio g. 11, rekonstravimas*";Y;N;18-OCT-10;03-NOV-10
4001211;"Vilniaus Gabijos gimnazijos pastato Vilniuje, Pašilaičių g. 13, renovacija";Y;N;18-OCT-10;18-OCT-10
4001212;"Energijos vartojimo efektyvumo didinimas Vilniaus Lazdynų vidurinėje mokykloje";Y;N;18-OCT-10;03-NOV-10
4001213;"Vilniaus ""Spindulio"" pagrindinės mokyklos pastato Vilniuje, R. Jankausko g. 17, renovacija";Y;N;18-OCT-10;18-OCT-10
4001214;"Vilniaus ""Ąžuolyno"" pagrindinės mokyklos pastato Vilniuje, Architektų g. 68, energijos efektyvumo didinimas";Y;N;18-OCT-10;18-OCT-10
4001215;"Vilniaus Šv. Kristoforo pagrindinės mokyklos pastato Vilniuje, Kalvarijų g. 87, rekonstravimas";Y;N;18-OCT-10;18-OCT-10
4001216;"Vilniaus Simono Stanevičiaus vidurinės mokyklos pastato renovacija (Paramos lėšos socialinės infrastruktūros plėtrai)";Y;N;10-DEC-10;10-DEC-10
4001217;"Vilniaus Panerių  pagrindinės  mokyklos  kamino  remontas";Y;N;14-DEC-10;14-DEC-10
4001218;"Vilniaus J.Basanavičiaus gimnazijos ( Vingio vidurinės mokyklos)  pastato renovacija";Y;N;14-DEC-10;14-DEC-10
4001219;"Vilniaus Adomo Mickevičiaus gimnazijos aplinkos tvarkymo ir gerbūvio darbai (Paramos lėšos)";Y;N;29-FEB-12;29-FEB-12
4001220;"Vilniaus Juzefo Ignacijaus Kraševskio vidurinė mokyklos rekonstrukcija (Paramos lėšos)";Y;N;29-FEB-12;29-FEB-12
4001221;"Remonto atlikimas pradinio ugdymo įstaigose (Paramos lėšos)";Y;N;11-MAY-12;11-MAY-12
4001222;"Vilniaus Viršuliškių vidurinės mokyklos pastato Vilniuje, Viršuliškių g. 7, rekonstravimas (Paramos lėšos)";Y;N;14-FEB-13;14-FEB-13
4001223;"Vilniaus Lazdynų vidurinės mokyklos filialo, esančio Liudvinavo g. 128, remontas, įrengiant dvi darželio grupes ( Paramos lėšos infrastruktūros plėtrai)";Y;N;14-FEB-13;14-FEB-13
4001224;"Švietimo įstaigų kapitalinis remontas (Paramos lėšos)";Y;N;15-MAY-13;15-MAY-13
4001225;"Vilniaus Licėjaus pastato modernizavimas (SB)";Y;N;02-MAR-18;02-MAR-18
4001226;"Vilniaus J. Lelevelio vidurinės mokyklos A. Vivulskio pagrindinio ugdymo skyriaus pastato Vilniuje, Minties g. 3, remonto darbai";Y;N;07-SEP-16;07-SEP-16
4001227;"Vilniaus J. Lelevelio vidurinės mokyklos A. Vivulskio pagrindinio ugdymo skyriaus pastato Vilniuje, Minties g. 3, remonto darbai (SB)";Y;N;02-MAY-16;02-MAY-16
4001229;"Vilniaus karaliaus Mindaugo mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Skolintos lėšos)";Y;N;29-APR-16;29-APR-16
4001230;"Vilniaus Levo Karsavino mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Skolintos lėšos)";Y;N;29-APR-16;29-APR-16
4001231;"Vilniaus Simono Konarskio mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Skolintos lėšos)";Y;N;29-APR-16;29-APR-16
4001232;"Šiuolaikinių mokymosi erdvių sukūrimas darželyje-mokykloje ""Malūnėlis"" (Vitebsko  g. Nr.21 ir Nr. 23) (SB)";Y;N;25-FEB-16;25-FEB-16
4001233;"Vilniaus karaliaus Mindaugo mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001234;"Vilniaus Levo Karsavino mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001235;"Vilniaus Simono Konarskio mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001236;"Vilniaus „Saulėtekio“ mokyklos-daugiafunkcio centro pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas(Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001237;"Vilniaus darželio - mokyklos „Saulutė“ pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001238;"Vilniaus Jono Basanavičiaus  progimnazijos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001239;"Vilniaus „Saulėtekio“ mokyklos-daugiafunkcio centro pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Skolintos lėšos)";Y;N;29-APR-16;29-APR-16
4001240;"Vilniaus karaliaus Mindaugo mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (SB)";Y;N;25-FEB-16;25-FEB-16
4001241;"Vilniaus Levo Karsavino mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (SB)";Y;N;25-FEB-16;25-FEB-16
4001242;"Vilniaus Simono Konarskio mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (SB)";Y;N;25-FEB-16;25-FEB-16
4001243;"Vilniaus „Saulėtekio“ mokyklos-daugiafunkcio centro pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas(SB)";Y;N;25-FEB-16;25-FEB-16
4001244;"Vilniaus „Sietuvos“ progimnazijos pastato, Taikos g. 47, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001245;"Vilniaus „Sietuvos“ progimnazijos pastato, Taikos g. 47, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas";Y;N;17-DEC-15;17-DEC-15
4001246;"ilniaus „Sietuvos“ progimnazijos pastato, Taikos g. 47, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas";Y;N;17-DEC-15;17-DEC-15
4001247;"Vilniaus Juzefo Ignacijaus Kraševskio vidurinės mokyklos projektavimui atlikti (SB)";Y;N;10-APR-14;10-APR-14
4001248;"Vilniaus Šv. Kristoforo pagrindinės mokyklos pastato rekonstravimas (SB)";Y;N;04-APR-14;04-APR-14
4001249;"Vilniaus „Sietuvos“ progimnazijos pastato, Taikos g. 47, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas";Y;N;11-FEB-14;11-FEB-14
4001250;"Vilniaus suaugusiųjų mokymo centro rekonstrukcijos projektavimo ir techninės priežiūros darbai (SB)";Y;N;19-SEP-11;19-SEP-11
4001251;"Vilniaus Simono Stanevičiaus vidurinės mokyklos pastato renovacija (SB)";Y;N;19-SEP-11;19-SEP-11
4001252;"Energijos vartojimo efektyvumo didinimas Vilniaus Grigiškių vidurinėje mokykloje (SB)";Y;N;22-SEP-11;22-SEP-11
4001253;"Vilniaus Sausio 13-osios vidurinės mokyklos pastato Vilniuje Architektų g.166, rekonstravimas";Y;N;29-FEB-12;29-FEB-12
4001254;"Remonto atlikimas pradinio ugdymo įstaigose (SB)";Y;N;11-MAY-12;11-MAY-12
4001255;"Remonto atlikimas ikimokyklinio ugdymo įstaigose (SB)";Y;N;11-MAY-12;11-MAY-12
4001256;"Balsių pagrindinės mokyklos, Bubilo g. 8, statybos sąnaudų dengimas (Savivaldybės lėšos)";Y;N;29-FEB-12;29-FEB-12
4001257;"Balsių pagrindinės mokyklos, Bubilo g. 8, statybos sąnaudų dengimas (Privatizavimo fondas)";Y;N;31-OCT-13;31-OCT-13
4001258;"Langų, stogų, sanmazgų remonto atlikimas ugdymo įstaigose";Y;N;28-APR-14;28-APR-14
4001259;"Švietimo įstaigų kapitalinis remontas (Jono Pauliaus II progimnazija, Pavilnio pagrindinė mokykla, J. I. Kraševskio vidurinė mokykla, Žaliakalnio d/m) (Lenkijos Respublikos fondas „WspolnotaPolska“)";Y;N;28-APR-14;28-APR-14
4001260;"Langų, stogų, sanmazgų remonto atlikimas ugdymo įstaigose";Y;N;06-FEB-15;06-FEB-15
4001261;"Langų, stogų, sanmazgų remonto atlikimas ugdymo įstaigose   (ikimokyklinio ugdymo įstaigose)";Y;N;03-APR-15;03-APR-15
4001262;"Langų, stogų, sanmazgų remonto atlikimas ugdymo įstaigose   (ikimokyklinio ugdymo įstaigose)";Y;N;25-FEB-16;25-FEB-16
4001263;"Langų, stogų, sanmazgų remonto atlikimas ugdymo įstaigose   (ikimokyklinio ugdymo įstaigose)";Y;N;14-JUN-16;14-JUN-16
4001264;"Remonto atlikimas ikimokyklinio ugdymo įstaigose (dotacija skoloms dengti)";Y;N;09-DEC-16;09-DEC-16
4001265;"Vilniaus Vladislavo Sirokomlės gimnazijos pastato modernizavimas (SB)";Y;N;02-MAR-18;02-MAR-18
4001266;"Vytės Nėmunėlio mokyklos remontas, vaikų l/d įrengimas (SB)";Y;N;16-MAR-17;16-MAR-17
4001267;"Vilniaus Jono Pauliaus II gimnazijos pastato atnaujinimas (SB)";Y;N;02-MAR-18;02-MAR-18
4001268;"Vilniaus Ateities mokyklos pastato remonto darbai (SB)";Y;N;02-MAR-18;02-MAR-18
4001269;"Vilniaus Balsių progimnazijos, Bubilo g., išplėtimas (SB)";Y;N;02-MAR-18;02-MAR-18
4001270;"Vilniaus Šolomo Aleichemo ORT gimnazijos pastato Vilniuje, J. I. Kraševskio g. 5, atnaujinimas ir modernizavimas (STD)";Y;N;11-FEB-14;11-FEB-14
4001271;"Vilniaus Jono Basanavičiaus  progimnazijos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Skolintos lėšos)";Y;N;22-MAR-17;22-MAR-17
4001272;"Vilniaus Simono Daukanto progimnazijos remonto darbai (SB)";Y;N;17-MAY-18;17-MAY-18
4001273;"Vilniaus darželio-mokyklos „Šaltinėlis“ remonto darbai (SB)";Y;N;17-MAY-18;17-MAY-18
4001274;"Vilniaus Salininkų gimnazijos remonto darbai (SB)";Y;N;17-MAY-18;17-MAY-18
4001275;"Vilniaus Sausio 13-osios mokyklos pastato adresu Architektų g. 166, Vilnius, modernizavimas (SB)";Y;N;17-MAY-18;17-MAY-18
4001276;"Ikimokyklinio ugdymo įstaigos įkūrimas Vilniuje, Popieriaus g. 7 (pastato išpirkimas) (SB)";Y;N;17-MAY-18;17-MAY-18
4001277;"Vilniaus d/m Žaliakalnis remontas (SB)";Y;N;17-MAY-18;17-MAY-18
4001278;"Vilniaus Jono Pauliaus II gimnazijos pastato atnaujinimas (2M18 š.)";Y;N;23-SEP-19;23-SEP-19
4001279;"Vėdinimo ir kondicionavimo sistemų įrengimas Vilniaus miesto savivaldybės  egzaminų centruose-grupėse (2M18 šalt.)";Y;N;07-AUG-20;07-AUG-20
4001280;"Vilniaus Žemynos progimnazijos pastato, esančio Žemynos g. 14 Vilniuje, kapitalinis remontas (STD)";Y;N;15-MAY-13;15-MAY-13
4001281;"Vilniaus Žemynos progimnazijos pastato Vilniuje, Žemynos g. 14, kapitalinis remontas (SB)";Y;N;16-MAR-17;16-MAR-17
4001284;"Vilniaus Salomėjos Nėries gimnazijos (adresu Vilniaus g. 32, Vilnius) efektyvumo didinimas, vidaus remonto darbų įsigijimas (13 šalt.)";Y;N;08-FEB-21;08-FEB-21
4001285;"Vilniaus Salomėjos Nėries gimnazijos (adresu Vilniaus g. 32, Vilnius)  efektyvumo didinimas, vidaus remonto darbų įsigijimas (69 šalt.)";Y;N;08-FEB-21;08-FEB-21
4001286;"Vilniaus Salomėjos Nėries dotacijos gimnazijos (adresu Vilniaus g. 32, Vilnius) efektyvumo didinimas, vidaus remonto darbų įsigijimas (VB dotacijos)";Y;N;08-FEB-21;08-FEB-21
4001289;"Vilniaus Jono Pauliaus II progimnazijos pastato Vilniuje, Rygos g. 10, rekonstravimas (SB)";Y;N;16-MAR-17;16-MAR-17
4001290;"Vilniaus Jono Pauliaus II progimnazijos pastato Vilniuje, Rygos g. 10, rekonstravimas* (STD)";Y;N;11-FEB-14;11-FEB-14
4001291;"Vilniaus Aleksandro Puškino vidurinės mokyklos pastatui Vilniuje, Gabijos g. 8, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001292;"Vilniaus Senvagės gimnazijos pastatui, Širvintų g. 80, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001293;"Vilniaus „Juventos“ gimnazijos pastatui Vilniuje, Telšių g. 2, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001294;"Vilniaus Laisvės gimnazijos pastatui Vilniuje, Darželio g. 2 modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001295;"Vilniaus Levo Karsavino vidurinės mokyklos pastatui Vilniuje, Justiniškių g. 43, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001296;"Vilniaus „Saulėtekio“ vidurinės mokyklos pastatui Vilniuje, Kaminkelio g. 10, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001297;"Vilniaus Vytės Nemunėlio pradinės mokyklos pastatui Vilniuje, Vokiečių g. 13A, modernizuoti (STD)";Y;N;30-MAY-14;30-MAY-14
4001300;"Vilniaus Gabijos gimnazijos pastato Vilniuje, Pašilaičių g. 13, renovacija";Y;N;30-SEP-10;30-SEP-10
4001301;"Vilniaus „Ąžuolyno“ progimnazijos pastato Vilniuje, Architektų g. 68, energijos vartojimo efektyvumo didinimas (Skolintos lėšos) (buvusi „Ąžuolyno“ pagrindinė mokykla)";Y;N;30-SEP-10;22-FEB-12
4001302;"Vilniaus Jono Basanavičiaus gimnazijos (Vingio vidurinės mokyklos) pastato renovacija";Y;N;30-SEP-10;15-DEC-10
4001303;"Energijos vartojimo efektyvumo didinimas Vilniaus Pranciškaus Skorinos vidurinėje mokykloje";Y;N;30-SEP-10;30-SEP-10
4001304;"Vilniaus Senamiesčio vidurinės mokyklos pastato  renovacija";Y;N;30-SEP-10;30-SEP-10
4001305;"Energijos vartojimo efektyvumo didinimas Vilniaus Liepkalnio pagrindinėje mokykloje";Y;N;30-SEP-10;30-SEP-10
4001306;"Vilniaus Šv. Kristoforo pagrindinės mokyklos pastato Vilniuje, Kalvarijų g. 87, rekonstravimas";Y;N;30-SEP-10;30-SEP-10
4001307;"Infrastruktūros plėtros projektų rengimas (Vilniaus Senvagės vid. m-kla)";Y;N;15-OCT-10;15-OCT-10
4001308;"Infrastruktūros plėtros projektų rengimas";Y;N;25-MAR-11;25-MAR-11
4001309;"Vilniaus „Akiračio“ suaugusiųjų vidurinės mokyklos, Vilniaus „Židinio“ suaugusiųjų vidurinės mokyklos, Vilniaus suaugusiųjų mokymo centro įstaigų rekonstrukcijos projektavimas ir techninė priežiūra";Y;N;23-MAR-11;23-MAR-11
4001310;"Vilniaus Lazdynų vidurinės mokyklos energijos efektyvumo didinimas";Y;N;23-MAR-11;23-MAR-11
4001311;"Vilniaus Radvilų gimnazijos pastato rekonstravimas";Y;N;24-MAR-11;24-MAR-11
4001312;"Vilniaus „Atgajos“ specialiosios mokyklos pastato rekonstravimas";Y;N;24-MAR-11;24-MAR-11
4001313;"Vilniaus Žirmūnų gimnazijos pastato rekonstravimas";Y;N;24-MAR-11;24-MAR-11
4001314;"Vilniaus Fabijoniškių mokyklos pastato rekonstravimas";Y;N;24-MAR-11;01-MAR-16
4001315;"Vilniaus Emilijos Pliaterytės mokyklos sporto salės remontas";Y;N;24-MAR-11;24-MAR-11
4001316;"Bendrojo lavinimo įstaigų techninių projektų rengimas";Y;N;25-MAR-11;25-MAR-11
4001317;"Vilniaus „Žaros“ vidurinės mokyklos pastato rekonstravimas";Y;N;24-MAR-11;24-MAR-11
4001318;"Vilniaus Viršuliškių  vidurinės mokyklos pastato Vilniuje, Viršuliškių g. 7 renovacija (skolintos lėšos)";Y;N;25-OCT-11;25-OCT-11
4001319;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). Savarankiškos įstaigos";Y;N;26-AUG-11;26-AUG-11
4001320;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). Savarankiškos įstaigos";Y;N;26-AUG-11;26-AUG-11
4001321;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994) „Taikos“ pagr. m.";Y;N;26-AUG-11;26-AUG-11
4001322;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). (Savarankiškos įstaigos)";Y;N;26-AUG-11;26-AUG-11
4001323;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994) Chorinio dainavimo mokykla „Liepaitės“";Y;N;26-AUG-11;26-AUG-11
4001324;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). BĮBA įstaigos";Y;N;26-AUG-11;01-SEP-11
4001325;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). BĮBA įstaigos";Y;N;26-AUG-11;01-SEP-11
4001326;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). BĮBA įstaigos";Y;N;26-AUG-11;01-SEP-11
4001327;"Šildymo ir eksploatacijos skolų apmokėjimas (pagal 2011-02-18 Tarybos sprendimą  Nr. 1-1994). BĮBA įstaigos";Y;N;26-AUG-11;01-SEP-11
4001328;"Bendrojo lavinimo įstaigų techninių projektų parengimas (Skolintos)";Y;N;26-AUG-11;27-SEP-11
4001329;"VVilniaus Naujininkų vidurinės mokyklos pastato Šaltkalvių g. 32, rekonstravimas (Skolintos lėšos) (buvo Naujininkų pagrindinė mokykla)";Y;N;25-NOV-11;22-FEB-12
4001330;"Vilniaus Taikos progimnazijos pastato Taikos g. 157, rekonstravimas (Skolintos lėšos) (buvusi Taikos pagrindinė mokykla)";Y;N;25-NOV-11;22-FEB-12
4001331;"Vilniaus Žygimanto Augusto pagrindinės mokyklos pastato Vilniuje, Šeškinės g. 25, rekonstravimas (skolintos lėšos)";Y;N;25-NOV-11;25-NOV-11
4001332;"VšĮ Vilniaus katalikiškosios mokyklos „Versmė“ pastato Vilniuje, Architektų g. 85, rekonstravimas (skolintos lėšos)";Y;N;25-NOV-11;25-NOV-11
4001333;"Neįgaliųjų ir sutrikusio intelekto vaikų socialinės globos centro įkūrimas (Vilniaus specialiajame lopšelyje-darželyje „Čiauškutis“) (Skolintos lėšos)";Y;N;22-FEB-12;09-APR-13
4001334;"Patrauklios mokymosi aplinkos kūrimas Vilniaus Jono Ivaškevičiaus jaunimo mokykloje (infrastruktūros gerinimas) (Skolintos lėšos)";Y;N;22-FEB-12;22-FEB-12
4001335;"Ikimokyklinio ugdymo įstaigų techninių projektų parengimas (Skolintos lėšos)";Y;N;22-FEB-12;22-FEB-12
4001336;"Vilniaus lopšelio-darželio „Želmenėliai“ patalpų ir įrangos atnaujinimas (Skolintos lėšos)";Y;N;22-FEB-12;22-FEB-12
4001337;"Švietimo įstaigų kapitalinis remontas (dalinai finansuojamas Lenkijos Respublikos fondo ""Wspolnota Polska"") (Skolintos lėšos)";Y;N;28-FEB-12;28-FEB-12
4001338;"Švietimo įstaigų kapitalinis remontas (dalinai finansuojamas Lenkijos Respublikos fondo ""Wspolnota Polska"") (Skolintos lėšos)";Y;N;11-MAY-12;11-MAY-12
4001339;"Bendrojo lavinimo įstaigų techninių projektų parengimas (Pradinio ugdymo įstaigos) (Skolintos lėšos)";Y;N;18-OCT-12;18-OCT-12
4001340;"Vilniaus Centro mokyklos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (skolintos lėšos)";Y;N;20-FEB-13;01-MAR-16
4001341;"Vilniaus Laisvės gimnazijos pastato atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (SKOL)";Y;N;20-FEB-13;20-FEB-13
4001342;"Vilniaus Šolomo Aleichemo vidurinės mokyklos pastato J.I Kraševskio g. 5 Vilniuje, rekonstrukcija –modernizavimas (SKOL)";Y;N;20-FEB-13;20-FEB-13
4001343;"Bendrojo (pradinio) lavinimo įstaigų techninių projektų rengimas (skolintos lėšos)";Y;N;30-APR-13;30-APR-13
4001344;"Infrastruktūros plėtros projektų rengimas pradinio ugdymo įstaigose (Skolintos lėšos)";Y;N;16-OCT-13;16-OCT-13
4001345;"Vilniaus miesto švietimo įstaigų remonto darbai ir įrangos įsigijimas (ikimokyklinės įstaigos) (skolintos lėšos)";Y;N;12-FEB-14;12-FEB-14
4001346;"Vilniaus miesto švietimo įstaigų remonto darbai ir įrangos įsigijimas (pagrindinės m-klos) (skolintos lėšos)";Y;N;12-FEB-14;12-FEB-14
4001347;"Vilniaus miesto švietimo įstaigų remonto darbai ir įrangos įsigijimas (vid. m-klos) (skolintos lėšos)";Y;N;12-FEB-14;12-FEB-14
4001348;"Vilniaus miesto švietimo įstaigų remonto darbai ir įrangos įsigijimas (pradinės mokyklos) (skolintos lėšos)";Y;N;13-FEB-14;13-FEB-14
4001349;"Infrastruktūros plėtros projektų rengimas (papildomas ugdymas) (skolintos lėšos)";Y;N;10-APR-14;10-APR-14
4001350;"Ikimokyklinio ir priešmokyklinio ugdymo grupių, pirmų ir kitų klasių bei žaidimo aikštelių įrengimas pradinio ugdymo įstaigose (SB)";Y;N;29-JUN-18;29-JUN-18
4001351;"Ikimokyklinio ir priešmokyklinio ugdymo grupių, pirmų ir kitų klasių bei žaidimo aikštelių įrengimas bendrojo ugdymo įstaigose (SB)";Y;N;29-JUN-18;29-JUN-18
4001352;"Ikimokyklinio ir priešmokyklinio ugdymo grupių, pirmų ir kitų klasių bei žaidimo aikštelių įrengimas pagrindinio ugdymo įstaigose (Paramos lėšos)";Y;N;29-JUN-18;29-JUN-18
4001353;"Ikimokyklinio ir priešmokyklinio ugdymo grupių, pirmų ir kitų klasių bei žaidimo aikštelių įrengimas pradinio ugdymo įstaigose (Paramos lėšos)";Y;N;29-JUN-18;29-JUN-18
4001354;"Ikimokyklinio ugdymo grupių įrengimas (Paramos lėšos)";Y;N;29-JUN-18;29-JUN-18
4001355;"Pradinio mokymo įstaigų remonto darbai ir įrangos įsigijimas (SB)";Y;N;03-APR-15;03-APR-15
4001356;"Vilniaus miesto švietimo įstaigų remonto darbai ir įrangos įsigijimas (Paramos lėšos)";Y;N;30-JUN-15;30-JUN-15
4001357;"Vilniaus centro mokyklos pastato Lukiškių skg. 5, Vilniuje, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (Kiti fondai)";Y;N;25-FEB-16;25-FEB-16
4001358;"Vilniaus centro mokyklos pastato Lukiškių skg. 5, Vilniuje, atnaujinimas (modernizavimas), sumažinant energijos suvartojimo sąnaudas (SB)";Y;N;02-MAY-16;02-MAY-16
4001359;"Ikimokyklinio ugdymo įstaigų techninių projektų parengimas (dotacija skoloms dengti)";Y;N;09-DEC-16;09-DEC-16
4001360;"Ikimokyklinio ugdymo įstaigų techninių projektų parengimas (SB)";Y;N;23-MAR-17;23-MAR-17
4001361;"Ikimokyklinio ir priešmokyklinio ugdymo grupių, pirmų ir kitų klasių bei žaidimo aikštelių įrengimas bendrojo ugdymo įstaigose (Paramos lėšos)";Y;N;29-JUN-18;29-JUN-18
4001362;"UAB „Vilniaus vystymo kompanija“ įsipareigojimų vykdymui už projektų valdymą ir darbų techninę priežiūrą nuo atliktų darbų kainos objektuose";Y;N;29-JUN-18;29-JUN-18
4001363;"Bendrojo lavinimo įstaigų techninių projektų parengimas (13 šalt.)";Y;N;14-FEB-20;14-FEB-20
4001364;"Bendrojo lavinimo įstaigų techninių projektų parengimas (Pagrindinis ugdymas) (13 šalt.)";Y;N;08-FEB-21;08-FEB-21
4001365;"Bendrojo lavinimo įstaigų techninių projektų parengimas (Pradinis ugdymas) (13 šalt.)";Y;N;08-FEB-21;08-FEB-21
4001366;"Bendrojo lavinimo įstaigų techninių projektų parengimas (Neformalusis švietimas) (13 šalt.)";Y;N;08-FEB-21;08-FEB-21
